Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,94.04000091552734,94.9000015258789,93.79000091552734,94.83999633789062,91.96023559570312,1744600
2020-01-03,93.4000015258789,93.72000122070312,92.68000030517578,93.26000213623047,90.42822265625,1526300
2020-01-06,92.12000274658203,93.5199966430664,91.97000122070312,93.48999786376953,90.65123748779297,1689000
2020-01-07,93.20999908447266,93.80000305175781,92.7300033569336,93.38999938964844,90.55427551269531,1740400
2020-01-08,93.80000305175781,95.36000061035156,93.44000244140625,93.98999786376953,91.13604736328125,3611400
2020-01-09,94.68000030517578,95.05999755859375,94.36000061035156,94.69999694824219,91.8244857788086,2279500
2020-01-10,94.6500015258789,94.98999786376953,94.04000091552734,94.41000366210938,91.54330444335938,1429200
2020-01-13,94.55999755859375,95.08000183105469,94.12000274658203,95.06999969482422,92.18325805664062,1517000
2020-01-14,94.75,95.62999725341797,94.69000244140625,94.93000030517578,92.0475082397461,1907500
2020-01-15,94.08000183105469,95.0,93.81999969482422,94.31999969482422,91.45602416992188,2023900
2020-01-16,95.0,95.54000091552734,94.87999725341797,95.38999938964844,92.49353790283203,2203200
2020-01-17,95.47000122070312,97.0999984741211,95.41000366210938,97.0999984741211,94.15161895751953,2501500
2020-01-21,96.30999755859375,96.44999694824219,94.94000244140625,95.48999786376953,92.59049987792969,2076200
2020-01-22,95.7699966430664,96.08000183105469,95.37000274658203,95.94999694824219,93.03652954101562,1640400
2020-01-23,95.30999755859375,95.77999877929688,94.02999877929688,95.52999877929688,92.62928771972656,1992500
2020-01-24,95.66000366210938,95.66000366210938,92.5,93.5199966430664,90.6803207397461,1924000
2020-01-27,91.16999816894531,91.80999755859375,90.16999816894531,90.3499984741211,87.60658264160156,2104300
2020-01-28,91.18000030517578,92.54000091552734,90.63999938964844,92.0,89.20647430419922,1755500
2020-01-29,92.5199966430664,93.0199966430664,91.9000015258789,91.91000366210938,89.11920928955078,1290000
2020-01-30,90.98999786376953,93.19999694824219,90.68000030517578,93.11000061035156,90.28277587890625,1442400
2020-01-31,92.04000091552734,92.5999984741211,90.58000183105469,91.05999755859375,88.2950210571289,2695900
2020-02-03,91.6500015258789,93.0,91.44000244140625,91.5,88.72166442871094,1508400
2020-02-04,93.20999908447266,94.41999816894531,93.19999694824219,93.52999877929688,90.69001770019531,2080900
2020-02-05,95.33000183105469,96.91999816894531,94.52999877929688,95.63999938964844,92.73594665527344,3808500
2020-02-06,96.58000183105469,96.62000274658203,95.31999969482422,95.33000183105469,92.43536376953125,1762500
2020-02-07,94.70999908447266,95.3499984741211,94.2300033569336,94.66999816894531,91.79540252685547,1510300
2020-02-10,94.37999725341797,94.91999816894531,93.9800033569336,94.88999938964844,92.00872802734375,1178700
2020-02-11,95.3499984741211,96.83000183105469,94.9800033569336,95.87000274658203,92.95896911621094,1490600
2020-02-12,96.5999984741211,97.23999786376953,95.93000030517578,95.94999694824219,93.03652954101562,1535500
2020-02-13,95.5199966430664,95.91000366210938,95.0199966430664,95.56999969482422,92.66807556152344,1449600
2020-02-14,94.58999633789062,94.94000244140625,93.88999938964844,94.4800033569336,92.67788696289062,1195700
2020-02-18,93.87000274658203,94.73999786376953,92.47000122070312,93.18000030517578,91.40267944335938,1442600
2020-02-19,93.5,93.6500015258789,93.06999969482422,93.0999984741211,91.32420349121094,1421900
2020-02-20,93.04000091552734,94.5,92.9800033569336,93.77999877929688,91.9912338256836,1422200
2020-02-21,92.93000030517578,93.33000183105469,91.43000030517578,92.5999984741211,90.833740234375,2103100
2020-02-24,89.11000061035156,89.55999755859375,87.05000305175781,87.83000183105469,86.15473175048828,3387100
2020-02-25,88.22000122070312,88.22000122070312,83.4800033569336,84.05999755859375,82.45663452148438,2961200
2020-02-26,84.7699966430664,85.08000183105469,81.83999633789062,81.91999816894531,80.35745239257812,3064800
2020-02-27,79.30999755859375,80.66999816894531,77.26000213623047,77.5199966430664,76.0413818359375,3928000
2020-02-28,74.88999938964844,75.94000244140625,73.19000244140625,75.44999694824219,74.0108642578125,5092900
2020-03-02,76.0199966430664,79.7300033569336,75.29000091552734,79.55999755859375,78.04246520996094,5088800
2020-03-03,79.47000122070312,80.12999725341797,74.37999725341797,75.05999755859375,73.62830352783203,3844400
2020-03-04,76.44000244140625,77.20999908447266,73.70999908447266,77.16999816894531,75.69805908203125,3976000
2020-03-05,74.05999755859375,74.18000030517578,71.2699966430664,72.26000213623047,70.8817138671875,3709400
2020-03-06,68.47000122070312,71.79000091552734,67.94999694824219,69.80999755859375,68.47843933105469,5168300
2020-03-09,63.75,65.83000183105469,57.380001068115234,58.2400016784668,57.12913131713867,7662100
2020-03-10,62.06999969482422,63.220001220703125,59.38999938964844,62.869998931884766,61.670814514160156,7946300
2020-03-11,60.04999923706055,60.61000061035156,57.20000076293945,57.970001220703125,56.864280700683594,5755700
2020-03-12,52.81999969482422,53.04999923706055,46.29999923706055,46.310001373291016,45.42668151855469,7775400
2020-03-13,51.810001373291016,52.9900016784668,46.63999938964844,52.91999816894531,51.91060256958008,8143900
2020-03-16,44.0,48.06999969482422,43.16999816894531,43.349998474121094,42.52313995361328,6806800
2020-03-17,44.560001373291016,46.970001220703125,40.0,46.77000045776367,45.877906799316406,8187500
2020-03-18,42.56999969482422,47.900001525878906,41.939998626708984,46.18000030517578,45.299163818359375,7466100
2020-03-19,44.77000045776367,47.88999938964844,43.0099983215332,44.369998931884766,43.523685455322266,5083800
2020-03-20,45.220001220703125,46.310001373291016,42.0099983215332,42.2599983215332,41.45392990112305,6519000
2020-03-23,41.0099983215332,42.0,38.619998931884766,39.220001220703125,38.47191619873047,6673400
2020-03-24,42.869998931884766,47.97999954223633,42.16999816894531,47.470001220703125,46.56455612182617,4764100
2020-03-25,50.5,56.40999984741211,47.25,51.61000061035156,50.62559127807617,5927500
2020-03-26,52.470001220703125,57.779998779296875,52.36000061035156,54.650001525878906,53.60760498046875,5747500
2020-03-27,51.56999969482422,55.349998474121094,50.779998779296875,53.040000915527344,52.028316497802734,4724600
2020-03-30,52.150001525878906,54.119998931884766,51.040000915527344,53.75,52.724769592285156,3227000
2020-03-31,53.2599983215332,53.779998779296875,50.709999084472656,52.13999938964844,51.14548110961914,4656000
2020-04-01,48.5,49.849998474121094,46.58000183105469,47.0,46.103519439697266,4233900
2020-04-02,46.36000061035156,48.90999984741211,45.56999969482422,46.630001068115234,45.740577697753906,3999400
2020-04-03,46.290000915527344,47.369998931884766,45.040000915527344,46.09000015258789,45.210880279541016,4530000
2020-04-06,49.900001525878906,50.220001220703125,47.70000076293945,49.13999938964844,48.202701568603516,4675700
2020-04-07,53.970001220703125,54.04999923706055,50.689998626708984,52.060001373291016,51.06700897216797,5451900
2020-04-08,53.0099983215332,55.43000030517578,52.58000183105469,55.02000045776367,53.97054672241211,3952000
2020-04-09,56.95000076293945,60.630001068115234,56.70000076293945,58.70000076293945,57.58035659790039,3738100
2020-04-13,58.630001068115234,59.369998931884766,55.209999084472656,58.0,56.893707275390625,3091900
2020-04-14,59.08000183105469,59.90999984741211,56.9900016784668,58.61000061035156,57.49207305908203,3748600
2020-04-15,55.439998626708984,55.9900016784668,53.93000030517578,54.52000045776367,53.48008346557617,3839700
2020-04-16,53.93000030517578,54.38999938964844,51.81999969482422,52.38999938964844,51.39071273803711,3092900
2020-04-17,55.369998931884766,56.970001220703125,54.65999984741211,56.599998474121094,55.520408630371094,4589200
2020-04-20,54.720001220703125,55.86000061035156,53.470001220703125,54.25,53.215232849121094,2925600
2020-04-21,52.02000045776367,53.060001373291016,51.220001220703125,51.790000915527344,50.80215835571289,3250700
2020-04-22,53.529998779296875,54.060001373291016,52.709999084472656,53.61000061035156,52.587440490722656,3659300
