Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,21.829999923706055,21.829999923706055,21.3799991607666,21.780000686645508,21.780000686645508,4273600
2020-01-03,21.479999542236328,21.959999084472656,21.399999618530273,21.850000381469727,21.850000381469727,4596600
2020-01-06,21.510000228881836,21.530000686645508,20.350000381469727,20.440000534057617,20.440000534057617,11133800
2020-01-07,20.3700008392334,20.829999923706055,20.290000915527344,20.700000762939453,20.700000762939453,6638200
2020-01-08,20.75,21.0,20.309999465942383,20.420000076293945,20.420000076293945,4366300
2020-01-09,20.450000762939453,20.5,19.65999984741211,19.790000915527344,19.790000915527344,5836900
2020-01-10,19.770000457763672,19.84000015258789,19.549999237060547,19.770000457763672,19.770000457763672,3522400
2020-01-13,19.799999237060547,20.229999542236328,19.690000534057617,20.170000076293945,20.170000076293945,3005000
2020-01-14,20.260000228881836,21.200000762939453,20.209999084472656,21.1200008392334,21.1200008392334,4830700
2020-01-15,21.010000228881836,21.420000076293945,20.940000534057617,21.18000030517578,21.18000030517578,3072600
2020-01-16,21.389999389648438,21.649999618530273,21.09000015258789,21.190000534057617,21.190000534057617,4429100
2020-01-17,21.280000686645508,21.280000686645508,20.31999969482422,20.389999389648438,20.389999389648438,6915500
2020-01-21,20.399999618530273,20.469999313354492,20.09000015258789,20.200000762939453,20.200000762939453,5646500
2020-01-22,20.440000534057617,20.969999313354492,20.270000457763672,20.520000457763672,20.520000457763672,5394200
2020-01-23,20.459999084472656,21.299999237060547,20.139999389648438,21.229999542236328,21.229999542236328,5476000
2020-01-24,21.239999771118164,21.389999389648438,20.84000015258789,20.989999771118164,20.989999771118164,6097500
2020-01-27,20.329999923706055,20.950000762939453,20.260000228881836,20.649999618530273,20.649999618530273,3034700
2020-01-28,20.780000686645508,20.950000762939453,20.43000030517578,20.889999389648438,20.889999389648438,3248700
2020-01-29,21.040000915527344,21.520000457763672,20.8799991607666,21.0,21.0,4111900
2020-01-30,20.90999984741211,21.010000228881836,20.520000457763672,20.860000610351562,20.860000610351562,4422100
2020-01-31,20.8700008392334,20.8700008392334,20.149999618530273,20.18000030517578,20.18000030517578,4033600
2020-02-03,20.329999923706055,20.65999984741211,20.229999542236328,20.280000686645508,20.280000686645508,3559900
2020-02-04,20.489999771118164,21.1200008392334,20.440000534057617,20.790000915527344,20.790000915527344,6064600
2020-02-05,20.940000534057617,21.15999984741211,20.280000686645508,20.729999542236328,20.729999542236328,5061700
2020-02-06,20.81999969482422,21.040000915527344,20.6200008392334,20.670000076293945,20.670000076293945,3926900
2020-02-07,20.829999923706055,20.850000381469727,20.09000015258789,20.25,20.25,5762200
2020-02-10,20.440000534057617,20.799999237060547,20.209999084472656,20.450000762939453,20.450000762939453,7466200
2020-02-11,17.079999923706055,17.469999313354492,16.5,16.59000015258789,16.59000015258789,44669800
2020-02-12,16.790000915527344,17.489999771118164,16.56999969482422,17.040000915527344,17.040000915527344,13865700
2020-02-13,16.889999389648438,17.049999237060547,16.579999923706055,16.760000228881836,16.760000228881836,7963000
2020-02-14,16.780000686645508,17.209999084472656,16.760000228881836,17.190000534057617,17.190000534057617,13846600
2020-02-18,17.020000457763672,17.18000030517578,16.670000076293945,16.729999542236328,16.729999542236328,7917700
2020-02-19,16.799999237060547,16.8700008392334,16.43000030517578,16.56999969482422,16.56999969482422,11305900
2020-02-20,16.559999465942383,16.719999313354492,16.260000228881836,16.5,16.5,7386700
2020-02-21,16.399999618530273,16.610000610351562,16.0,16.040000915527344,16.040000915527344,6879600
2020-02-24,15.369999885559082,15.720000267028809,15.199999809265137,15.479999542236328,15.479999542236328,9382800
2020-02-25,15.699999809265137,15.739999771118164,14.600000381469727,14.819999694824219,14.819999694824219,8993800
2020-02-26,14.979999542236328,15.0600004196167,14.359999656677246,14.420000076293945,14.420000076293945,8875200
2020-02-27,14.029999732971191,14.720000267028809,13.699999809265137,13.989999771118164,13.989999771118164,10791300
2020-02-28,13.529999732971191,14.260000228881836,13.510000228881836,14.1899995803833,14.1899995803833,11062900
2020-03-02,14.359999656677246,14.369999885559082,13.75,14.100000381469727,14.100000381469727,11772900
2020-03-03,14.130000114440918,14.350000381469727,13.199999809265137,13.600000381469727,13.600000381469727,10627000
2020-03-04,13.880000114440918,14.010000228881836,13.279999732971191,13.880000114440918,13.880000114440918,9297100
2020-03-05,13.520000457763672,13.6899995803833,13.050000190734863,13.25,13.25,7077200
2020-03-06,12.789999961853027,13.119999885559082,12.489999771118164,12.630000114440918,12.630000114440918,8600200
2020-03-09,11.760000228881836,11.960000038146973,10.630000114440918,11.170000076293945,11.170000076293945,8460400
2020-03-10,11.640000343322754,11.829999923706055,11.020000457763672,11.75,11.75,5503800
2020-03-11,11.470000267028809,11.600000381469727,11.1899995803833,11.380000114440918,11.380000114440918,6463200
2020-03-12,10.619999885559082,10.739999771118164,9.59000015258789,9.6899995803833,9.6899995803833,7135400
2020-03-13,10.199999809265137,10.819999694824219,9.84000015258789,10.8100004196167,10.8100004196167,7101800
2020-03-16,9.170000076293945,10.4399995803833,9.079999923706055,9.199999809265137,9.199999809265137,8246900
2020-03-17,9.489999771118164,10.039999961853027,8.869999885559082,9.869999885559082,9.869999885559082,8110600
2020-03-18,9.220000267028809,9.720000267028809,8.09000015258789,8.550000190734863,8.550000190734863,6979300
2020-03-19,8.34000015258789,9.210000038146973,7.610000133514404,9.0600004196167,9.0600004196167,6082300
2020-03-20,9.300000190734863,9.489999771118164,8.109999656677246,8.170000076293945,8.170000076293945,4809000
2020-03-23,8.180000305175781,8.539999961853027,7.699999809265137,8.0600004196167,8.0600004196167,5098900
2020-03-24,8.579999923706055,9.1899995803833,8.470000267028809,9.149999618530273,9.149999618530273,7582000
2020-03-25,9.109999656677246,9.880000114440918,8.609999656677246,9.289999961853027,9.289999961853027,6384800
2020-03-26,9.34000015258789,10.149999618530273,9.0600004196167,9.890000343322754,9.890000343322754,5427800
2020-03-27,9.34000015258789,9.760000228881836,9.069999694824219,9.4399995803833,9.4399995803833,5064700
2020-03-30,9.369999885559082,9.680000305175781,8.930000305175781,9.569999694824219,9.569999694824219,4810700
2020-03-31,9.510000228881836,9.829999923706055,9.0600004196167,9.210000038146973,9.210000038146973,4727700
2020-04-01,8.779999732971191,8.920000076293945,8.050000190734863,8.260000228881836,8.260000228881836,5430100
2020-04-02,8.15999984741211,8.420000076293945,7.5,7.789999961853027,7.789999961853027,6708900
