Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,43.54999923706055,43.880001068115234,43.189998626708984,43.220001220703125,42.91405487060547,6287500
2020-01-03,43.75,44.040000915527344,42.790000915527344,42.83000183105469,42.52681350708008,9148900
2020-01-06,43.7599983215332,43.849998474121094,42.97999954223633,43.2599983215332,42.95376968383789,10416400
2020-01-07,43.15999984741211,43.52000045776367,42.97999954223633,43.22999954223633,42.923980712890625,9378300
2020-01-08,43.2599983215332,43.38999938964844,41.959999084472656,42.08000183105469,41.782127380371094,9455300
2020-01-09,41.7400016784668,42.2599983215332,41.54999923706055,41.65999984741211,41.36509704589844,6096000
2020-01-10,41.72999954223633,42.349998474121094,41.70000076293945,42.27000045776367,41.97077560424805,6672600
2020-01-13,42.529998779296875,42.90999984741211,42.36000061035156,42.45000076293945,42.149505615234375,4808200
2020-01-14,42.27000045776367,42.849998474121094,42.11000061035156,42.83000183105469,42.52681350708008,6072600
2020-01-15,42.9900016784668,43.650001525878906,42.869998931884766,43.52000045776367,43.21192932128906,5997900
2020-01-16,43.45000076293945,43.84000015258789,43.09000015258789,43.81999969482422,43.50980758666992,5895500
2020-01-17,43.84000015258789,44.0099983215332,43.36000061035156,43.47999954223633,43.172210693359375,9702500
2020-01-21,43.22999954223633,43.7599983215332,43.09000015258789,43.709999084472656,43.40058517456055,7471400
2020-01-22,43.7400016784668,43.86000061035156,43.41999816894531,43.779998779296875,43.470088958740234,4257500
2020-01-23,43.25,43.93000030517578,43.130001068115234,43.70000076293945,43.390655517578125,5526700
2020-01-24,43.650001525878906,44.36000061035156,43.459999084472656,44.290000915527344,43.97648239135742,5677500
2020-01-27,44.83000183105469,45.36000061035156,44.25,44.560001373291016,44.24456787109375,7131800
2020-01-28,44.209999084472656,44.4900016784668,43.7400016784668,44.29999923706055,43.98640441894531,6324400
2020-01-29,44.29999923706055,44.709999084472656,44.040000915527344,44.619998931884766,44.304141998291016,4064400
2020-01-30,44.900001525878906,45.220001220703125,44.43000030517578,44.970001220703125,44.651668548583984,6521700
2020-01-31,44.95000076293945,45.40999984741211,44.869998931884766,45.060001373291016,44.74102783203125,7670300
2020-02-03,44.81999969482422,45.709999084472656,44.79999923706055,45.59000015258789,45.267276763916016,8395300
2020-02-04,44.91999816894531,44.970001220703125,43.529998779296875,44.22999954223633,43.91690444946289,10062600
2020-02-05,44.06999969482422,44.470001220703125,43.849998474121094,44.29999923706055,43.98640441894531,7318000
2020-02-06,44.33000183105469,44.599998474121094,44.16999816894531,44.38999938964844,44.07577133178711,4995000
2020-02-07,44.58000183105469,44.689998626708984,43.93000030517578,44.02000045776367,43.70838928222656,4691300
2020-02-10,44.09000015258789,44.63999938964844,44.029998779296875,44.41999816894531,44.10555648803711,4596500
2020-02-11,44.40999984741211,44.66999816894531,44.060001373291016,44.220001220703125,43.90697479248047,4584700
2020-02-12,44.099998474121094,44.36000061035156,43.619998931884766,43.88999938964844,43.57931137084961,4985100
2020-02-13,44.349998474121094,44.380001068115234,43.779998779296875,44.0099983215332,43.69845962524414,6076700
